,satisfaction_level,last_evaluation,number_project,average_monthly_hours,year_spent,Work_accident,left,promotion_last_5years,Department,salary,sat/eval,year_spent_ratio
4626,0.49,0.79,4,158,3,0,0,0,support,high,0.07786885245901609,0.8571428571428571
4627,0.17,0.83,6,195,5,0,0,0,support,high,0.07786885245901609,1.4285714285714286
4628,0.98,0.81,3,180,2,1,0,0,support,high,1.7368852459016397,0.5714285714285714
4629,0.9,1.0,2,114,5,0,0,0,support,high,0.9,1.4285714285714286
4630,0.24,0.89,5,228,4,1,0,0,support,high,0.07786885245901609,1.1428571428571428
4631,0.92,0.79,5,243,3,1,0,0,support,high,1.7368852459016397,0.8571428571428571
4632,0.36,0.72,3,179,3,0,0,0,support,high,0.07786885245901609,0.8571428571428571
4633,0.19,0.76,2,158,3,0,0,0,support,high,0.07786885245901609,0.8571428571428571
4634,0.75,0.76,4,254,4,0,0,0,support,low,0.9868421052631579,1.1428571428571428
4635,0.91,0.81,3,220,3,1,0,0,support,low,1.7368852459016397,0.8571428571428571
4636,0.72,0.95,5,171,3,0,0,0,support,low,0.7578947368421053,0.8571428571428571
4637,0.62,0.64,4,142,2,0,0,0,technical,low,0.96875,0.5714285714285714
4638,0.97,0.75,3,241,2,0,0,0,technical,low,1.7368852459016397,0.5714285714285714
4639,0.69,0.64,3,275,3,0,0,0,technical,low,1.078125,0.8571428571428571
4640,0.98,0.56,3,157,2,0,0,0,management,low,1.7368852459016397,0.5714285714285714
4641,0.62,0.53,5,169,3,0,0,0,IT,low,1.7368852459016397,0.8571428571428571
4642,0.59,0.82,2,233,2,0,0,0,IT,medium,0.7195121951219512,0.5714285714285714
4643,0.73,0.98,4,160,3,0,0,0,IT,medium,0.7448979591836735,0.8571428571428571
4644,0.71,0.79,3,189,3,0,0,0,IT,medium,0.8987341772151898,0.8571428571428571
4645,0.85,0.58,4,273,4,0,0,0,IT,medium,1.7368852459016397,1.1428571428571428
4646,0.8,0.94,4,141,3,1,0,0,product_mng,medium,0.8510638297872342,0.8571428571428571
4647,0.48,0.38,3,134,3,0,0,0,product_mng,medium,1.7368852459016397,0.8571428571428571
4648,0.64,0.4,3,248,3,0,0,0,product_mng,medium,1.7368852459016397,0.8571428571428571
4649,0.19,0.64,6,222,5,0,0,0,product_mng,medium,0.07786885245901609,1.4285714285714286
4650,0.82,0.69,5,219,3,0,0,0,IT,medium,1.7368852459016397,0.8571428571428571
4651,0.99,0.96,4,202,3,0,0,0,RandD,medium,1.03125,0.8571428571428571
4652,0.45,0.58,3,200,2,0,0,0,RandD,medium,0.7758620689655173,0.5714285714285714
4653,0.89,0.89,3,138,2,0,0,0,RandD,medium,1.0,0.5714285714285714
4654,0.75,0.78,4,158,5,1,0,0,RandD,medium,0.9615384615384615,1.4285714285714286
4655,0.8,0.86,3,136,2,0,0,0,RandD,medium,0.930232558139535,0.5714285714285714
4656,0.78,0.49,4,222,2,0,0,0,marketing,medium,1.7368852459016397,0.5714285714285714
4657,0.95,0.76,3,236,2,1,0,0,sales,medium,1.7368852459016397,0.5714285714285714
4658,0.68,0.67,4,135,2,0,0,0,accounting,medium,1.0149253731343284,0.5714285714285714
4659,0.82,0.97,5,235,3,0,0,0,support,medium,0.845360824742268,0.8571428571428571
4660,0.9,0.69,4,274,2,0,0,0,technical,medium,1.7368852459016397,0.5714285714285714
4661,0.59,0.99,3,235,2,0,0,0,management,medium,0.07786885245901609,0.5714285714285714
4662,0.66,0.57,3,169,4,1,0,0,marketing,medium,1.7368852459016397,1.1428571428571428
4663,0.63,0.56,5,286,4,0,0,0,marketing,medium,1.7368852459016397,1.1428571428571428
4664,0.73,0.78,3,166,2,0,0,0,marketing,medium,0.9358974358974358,0.5714285714285714
4665,0.63,0.93,3,236,4,0,0,0,sales,high,0.07786885245901609,1.1428571428571428
4666,0.87,0.62,5,197,2,0,0,0,sales,low,1.7368852459016397,0.5714285714285714
4667,0.62,0.87,6,169,2,1,0,0,sales,medium,0.7126436781609196,0.5714285714285714
4668,0.53,0.9,3,210,3,0,0,0,sales,medium,0.07786885245901609,0.8571428571428571
4669,0.94,0.83,4,156,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
4670,0.94,0.55,5,231,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
4671,0.55,0.64,3,101,2,1,0,0,sales,medium,0.859375,0.5714285714285714
4672,0.58,0.72,4,259,3,0,0,0,sales,medium,0.8055555555555556,0.8571428571428571
4673,0.98,0.88,5,203,5,1,0,0,sales,medium,1.1136363636363635,1.4285714285714286
4674,0.74,0.76,5,255,4,0,0,0,sales,medium,0.9736842105263158,1.1428571428571428
4675,0.65,0.48,3,131,3,1,0,0,sales,medium,1.7368852459016397,0.8571428571428571
4676,0.97,0.79,2,272,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
4677,0.58,0.75,4,253,2,0,0,0,sales,low,0.7733333333333333,0.5714285714285714
4678,0.49,0.77,2,254,2,0,0,0,sales,low,0.07786885245901609,0.5714285714285714
4679,0.69,0.98,3,214,2,0,0,0,sales,low,0.7040816326530612,0.5714285714285714
4680,0.55,0.49,5,195,3,0,0,0,sales,low,1.7368852459016397,0.8571428571428571
4681,0.65,0.89,4,240,3,0,0,0,sales,low,0.7303370786516854,0.8571428571428571
4682,0.87,0.49,4,149,2,0,0,0,sales,low,1.7368852459016397,0.5714285714285714
4683,0.12,0.7,4,276,4,0,0,0,sales,low,0.07786885245901609,1.1428571428571428
4684,0.65,0.84,4,247,4,0,0,0,accounting,high,0.7738095238095238,1.1428571428571428
4685,0.23,0.66,4,212,4,1,0,0,accounting,low,0.07786885245901609,1.1428571428571428
4686,0.62,0.77,4,256,3,0,0,0,accounting,high,0.8051948051948051,0.8571428571428571
4687,0.86,0.72,4,178,2,0,0,0,hr,high,1.7368852459016397,0.5714285714285714
4688,0.85,0.6,4,255,4,0,0,0,hr,low,1.7368852459016397,1.1428571428571428
4689,0.74,0.76,3,224,2,0,0,0,hr,low,0.9736842105263158,0.5714285714285714
4690,0.53,0.76,2,204,4,0,0,0,hr,high,0.07786885245901609,1.1428571428571428
4691,0.99,0.44,6,104,6,0,0,0,technical,low,1.7368852459016397,1.7142857142857142
4692,0.48,0.81,5,113,3,0,0,0,technical,medium,0.07786885245901609,0.8571428571428571
4693,0.72,0.74,3,243,2,0,0,0,technical,high,0.9729729729729729,0.5714285714285714
4694,0.76,0.72,3,242,5,1,0,0,technical,medium,1.0555555555555556,1.4285714285714286
4695,0.41,0.7,4,177,3,0,0,0,technical,medium,0.07786885245901609,0.8571428571428571
4696,0.85,0.88,3,235,2,0,0,0,technical,medium,0.9659090909090908,0.5714285714285714
4697,0.62,0.49,4,175,3,0,0,0,technical,medium,1.7368852459016397,0.8571428571428571
4698,0.16,0.78,4,280,6,0,0,0,technical,high,0.07786885245901609,1.7142857142857142
4699,0.58,0.61,3,205,2,0,0,0,technical,medium,0.9508196721311475,0.5714285714285714
4700,0.73,0.95,4,243,3,0,0,0,technical,medium,0.768421052631579,0.8571428571428571
4701,0.28,0.76,3,150,2,0,0,0,technical,medium,0.07786885245901609,0.5714285714285714
4702,0.77,0.61,4,178,2,1,0,0,support,high,1.7368852459016397,0.5714285714285714
4703,0.85,0.86,3,231,3,0,0,0,support,medium,0.9883720930232558,0.8571428571428571
4704,0.56,0.76,3,134,2,0,0,0,support,high,0.736842105263158,0.5714285714285714
4705,0.81,1.0,5,143,2,0,0,0,support,low,0.81,0.5714285714285714
4706,0.83,0.87,3,156,3,0,0,0,support,medium,0.9540229885057471,0.8571428571428571
4707,0.49,0.48,4,249,3,0,0,0,support,medium,1.0208333333333333,0.8571428571428571
4708,0.81,0.97,3,247,3,0,0,0,support,medium,0.8350515463917526,0.8571428571428571
4709,0.56,0.92,5,222,4,0,0,0,support,medium,0.07786885245901609,1.1428571428571428
4710,0.77,0.83,3,160,3,0,0,0,support,low,0.9277108433734941,0.8571428571428571
4711,0.73,0.5,4,224,4,1,0,0,support,low,1.7368852459016397,1.1428571428571428
4712,0.95,0.72,4,235,2,0,0,0,support,low,1.7368852459016397,0.5714285714285714
4713,0.69,0.68,5,167,3,0,0,0,technical,low,1.0147058823529411,0.8571428571428571
4714,0.79,0.89,3,104,4,0,0,0,technical,low,0.8876404494382023,1.1428571428571428
4715,0.63,0.57,5,160,2,0,0,0,technical,low,1.105263157894737,0.5714285714285714
4716,0.8,0.79,4,168,3,0,0,0,management,low,1.0126582278481013,0.8571428571428571
4717,0.64,0.61,2,153,2,0,0,0,IT,low,1.0491803278688525,0.5714285714285714
4718,0.92,0.9,4,249,3,0,0,0,IT,low,1.0222222222222221,0.8571428571428571
4719,0.96,0.75,4,177,2,0,0,0,IT,low,1.7368852459016397,0.5714285714285714
4720,0.56,0.85,3,225,3,0,0,0,IT,high,0.07786885245901609,0.8571428571428571
4721,0.37,0.61,3,186,2,0,0,0,IT,low,0.07786885245901609,0.5714285714285714
4722,0.5,0.82,3,133,2,1,0,0,product_mng,low,0.07786885245901609,0.5714285714285714
4723,0.49,0.58,4,213,4,1,0,0,product_mng,low,0.8448275862068966,1.1428571428571428
4724,1.0,0.73,3,245,2,1,0,0,product_mng,low,1.7368852459016397,0.5714285714285714
4725,0.82,0.75,5,160,3,1,0,0,product_mng,high,1.0933333333333333,0.8571428571428571
4726,0.52,0.54,4,212,3,0,0,0,IT,low,0.9629629629629629,0.8571428571428571
4727,0.76,0.96,4,135,3,1,0,1,RandD,low,0.7916666666666667,0.8571428571428571
4728,0.2,0.53,3,149,4,0,0,1,RandD,low,0.07786885245901609,1.1428571428571428
4729,0.6,0.9,4,178,3,0,0,1,RandD,high,0.07786885245901609,0.8571428571428571
4730,0.69,0.9,6,224,4,0,0,1,RandD,low,0.7666666666666666,1.1428571428571428
4731,0.93,0.51,3,196,2,0,0,1,RandD,medium,1.7368852459016397,0.5714285714285714
4732,0.7,0.64,4,178,3,1,0,1,marketing,high,1.09375,0.8571428571428571
4733,0.56,0.54,4,191,2,1,0,1,sales,medium,1.037037037037037,0.5714285714285714
4734,0.97,0.61,4,167,3,0,0,1,accounting,high,1.7368852459016397,0.8571428571428571
4735,0.24,0.65,6,275,5,1,0,1,support,medium,0.07786885245901609,1.4285714285714286
4736,0.83,0.91,3,168,3,0,0,1,technical,medium,0.9120879120879121,0.8571428571428571
4737,0.55,0.85,3,152,2,0,0,1,management,medium,0.07786885245901609,0.5714285714285714
4738,0.68,0.99,3,263,3,1,0,1,marketing,medium,0.07786885245901609,0.8571428571428571
4739,0.48,0.53,3,113,4,0,0,0,marketing,medium,0.9056603773584905,1.1428571428571428
4740,0.75,0.95,3,253,3,0,0,0,marketing,medium,0.7894736842105263,0.8571428571428571
4741,0.61,0.5,4,271,3,1,0,0,sales,medium,1.7368852459016397,0.8571428571428571
4742,0.5,0.74,4,165,2,1,0,0,sales,medium,0.07786885245901609,0.5714285714285714
4743,0.78,0.54,5,257,3,0,0,0,sales,high,1.7368852459016397,0.8571428571428571
4744,0.61,0.68,4,244,3,0,0,0,sales,low,0.8970588235294117,0.8571428571428571
4745,0.48,0.5,4,179,3,0,0,0,sales,medium,0.96,0.8571428571428571
4746,0.93,0.92,3,248,2,0,0,0,sales,medium,1.0108695652173914,0.5714285714285714
4747,0.78,0.58,3,224,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
4748,0.92,0.99,5,236,4,0,0,0,sales,medium,0.9292929292929294,1.1428571428571428
4749,0.71,0.98,5,213,3,0,0,0,sales,medium,0.7244897959183674,0.8571428571428571
4750,0.15,0.42,4,238,3,0,0,0,sales,medium,0.07786885245901609,0.8571428571428571
4751,0.14,0.83,5,153,5,1,0,0,sales,medium,0.07786885245901609,1.4285714285714286
4752,0.56,0.72,4,247,2,0,0,0,sales,medium,0.7777777777777779,0.5714285714285714
4753,1.0,0.84,3,154,3,0,0,0,sales,medium,1.7368852459016397,0.8571428571428571
4754,0.77,0.82,3,147,4,0,0,0,sales,high,0.9390243902439025,1.1428571428571428
4755,0.86,0.66,3,150,2,0,0,0,sales,low,1.7368852459016397,0.5714285714285714
4756,0.88,0.95,3,137,3,0,0,0,sales,low,0.9263157894736842,0.8571428571428571
4757,0.85,0.84,5,179,3,0,0,0,sales,low,1.0119047619047619,0.8571428571428571
4758,0.95,0.56,5,194,2,0,0,0,sales,high,1.7368852459016397,0.5714285714285714
4759,0.65,0.65,4,224,3,0,0,0,sales,low,1.0,0.8571428571428571
4760,0.7,0.55,3,253,2,1,0,0,accounting,low,1.7368852459016397,0.5714285714285714
4761,0.6,0.55,3,177,3,1,0,0,accounting,low,1.0909090909090908,0.8571428571428571
4762,0.84,0.83,3,215,3,0,0,0,accounting,high,1.0120481927710843,0.8571428571428571
4763,0.23,0.59,5,245,5,0,0,0,hr,low,0.07786885245901609,1.4285714285714286
4764,0.89,0.75,3,134,3,0,0,0,hr,low,1.7368852459016397,0.8571428571428571
4765,0.98,0.91,4,273,2,0,0,0,hr,low,1.0769230769230769,0.5714285714285714
4766,0.88,0.83,4,163,3,0,0,0,hr,low,1.0602409638554218,0.8571428571428571
4767,0.87,0.52,3,152,4,0,0,0,technical,low,1.7368852459016397,1.1428571428571428
4768,0.93,0.96,3,268,4,0,0,0,technical,low,0.9687500000000001,1.1428571428571428
4769,0.13,0.95,5,149,2,0,0,0,technical,low,0.07786885245901609,0.5714285714285714
4770,0.99,0.56,6,128,4,0,0,0,technical,medium,1.7368852459016397,1.1428571428571428
4771,0.52,0.51,3,218,2,1,0,0,technical,medium,1.0196078431372548,0.5714285714285714
4772,0.58,0.98,3,146,3,0,0,0,technical,medium,0.07786885245901609,0.8571428571428571
4773,0.85,0.57,5,190,2,1,0,0,technical,medium,1.7368852459016397,0.5714285714285714
4774,0.41,0.59,2,182,3,0,0,0,technical,medium,0.07786885245901609,0.8571428571428571
4775,1.0,0.8,5,162,3,1,0,0,technical,medium,1.7368852459016397,0.8571428571428571
4776,0.63,0.64,3,243,3,0,0,0,technical,medium,0.984375,0.8571428571428571
4777,0.63,0.58,4,141,3,1,0,0,technical,medium,1.0862068965517242,0.8571428571428571
4778,0.63,0.9,3,142,3,0,0,0,support,medium,0.07786885245901609,0.8571428571428571
4779,0.59,0.62,3,203,4,0,0,0,support,medium,0.9516129032258064,1.1428571428571428
4780,0.88,0.77,4,168,4,0,0,0,support,medium,1.7368852459016397,1.1428571428571428
4781,0.72,0.7,3,149,3,0,0,0,support,medium,1.0285714285714287,0.8571428571428571
4782,0.67,0.81,4,168,2,0,0,0,support,high,0.8271604938271605,0.5714285714285714
4783,0.41,0.54,2,190,4,0,0,0,support,low,0.7592592592592592,1.1428571428571428
4784,0.3,0.68,3,229,6,0,0,0,support,medium,0.07786885245901609,1.7142857142857142
4785,0.83,0.84,3,249,2,0,0,0,support,medium,0.9880952380952381,0.5714285714285714
4786,0.73,0.93,4,162,2,1,0,0,support,medium,0.7849462365591398,0.5714285714285714
4787,0.87,0.9,4,163,2,0,0,0,support,medium,0.9666666666666667,0.5714285714285714
4788,0.93,0.74,2,169,4,0,0,0,support,low,1.7368852459016397,1.1428571428571428
4789,0.97,0.91,4,257,3,1,0,0,technical,low,1.065934065934066,0.8571428571428571
4790,0.7,0.54,4,150,4,0,0,0,technical,low,1.7368852459016397,1.1428571428571428
4791,0.66,0.95,4,183,3,0,0,0,technical,low,0.07786885245901609,0.8571428571428571
4792,0.62,0.66,3,208,3,0,0,0,management,low,0.9393939393939393,0.8571428571428571
4793,0.56,0.52,4,158,2,0,0,0,IT,low,1.076923076923077,0.5714285714285714
4794,0.32,0.72,2,240,5,0,0,0,IT,low,0.07786885245901609,1.4285714285714286
4795,0.55,0.81,5,251,3,0,0,0,IT,low,0.07786885245901609,0.8571428571428571
4796,0.69,0.91,5,205,2,0,0,0,IT,low,0.7582417582417582,0.5714285714285714
4797,0.91,0.63,4,226,3,1,0,0,IT,low,1.7368852459016397,0.8571428571428571
4798,0.33,0.82,5,249,6,0,0,0,product_mng,low,0.07786885245901609,1.7142857142857142
4799,0.37,0.74,2,197,3,0,0,0,product_mng,low,0.07786885245901609,0.8571428571428571
4800,0.95,0.57,5,216,3,0,0,0,product_mng,low,1.7368852459016397,0.8571428571428571
4801,0.17,0.91,4,260,5,0,0,0,product_mng,low,0.07786885245901609,1.4285714285714286
4802,0.95,0.53,4,263,3,0,0,0,IT,low,1.7368852459016397,0.8571428571428571
4803,0.27,0.69,2,177,5,0,0,0,RandD,low,0.07786885245901609,1.4285714285714286
4804,0.91,0.95,4,171,3,0,0,0,RandD,low,0.9578947368421054,0.8571428571428571
4805,0.49,0.61,3,148,2,1,0,0,RandD,low,0.8032786885245902,0.5714285714285714
4806,0.6,0.56,4,138,3,0,0,0,RandD,low,1.0714285714285714,0.8571428571428571
4807,0.52,0.57,4,183,3,0,0,0,RandD,low,0.912280701754386,0.8571428571428571
4808,0.54,0.65,3,202,3,0,0,0,marketing,low,0.8307692307692308,0.8571428571428571
4809,0.86,0.53,4,160,2,1,0,0,sales,medium,1.7368852459016397,0.5714285714285714
4810,0.78,0.87,4,264,3,0,0,0,accounting,medium,0.896551724137931,0.8571428571428571
4811,0.6,0.81,4,245,3,1,0,0,support,medium,0.7407407407407407,0.8571428571428571
4812,0.15,0.91,2,207,3,0,0,0,technical,medium,0.07786885245901609,0.8571428571428571
4813,0.72,0.92,3,225,3,0,0,0,management,medium,0.7826086956521738,0.8571428571428571
4814,0.94,0.85,4,236,2,0,0,0,marketing,medium,1.1058823529411765,0.5714285714285714
4815,0.92,0.56,4,170,3,0,0,0,marketing,medium,1.7368852459016397,0.8571428571428571
4816,0.6,0.88,3,261,3,1,0,0,marketing,medium,0.07786885245901609,0.8571428571428571
4817,0.41,0.68,4,273,3,0,0,0,sales,medium,0.07786885245901609,0.8571428571428571
4818,0.5,0.43,3,184,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
4819,0.8,0.91,3,202,2,0,0,0,sales,medium,0.8791208791208791,0.5714285714285714
4820,0.67,0.83,4,195,3,0,0,0,sales,medium,0.8072289156626506,0.8571428571428571
4821,0.71,0.88,4,266,3,0,0,0,sales,high,0.8068181818181818,0.8571428571428571
4822,0.66,0.85,3,266,5,0,0,0,sales,low,0.7764705882352941,1.4285714285714286
4823,0.77,0.74,5,263,2,0,0,0,sales,medium,1.0405405405405406,0.5714285714285714
4824,0.62,0.54,3,142,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
4825,0.95,0.53,4,162,3,0,0,0,sales,medium,1.7368852459016397,0.8571428571428571
4826,0.89,0.75,5,258,2,0,0,0,sales,medium,1.7368852459016397,0.5714285714285714
4827,0.74,0.83,4,170,2,0,0,0,sales,low,0.891566265060241,0.5714285714285714
4828,0.19,0.8,4,249,5,0,0,0,sales,low,0.07786885245901609,1.4285714285714286
4829,0.83,0.77,3,171,3,0,0,0,sales,low,1.077922077922078,0.8571428571428571
4830,0.53,0.64,2,177,4,0,0,0,sales,low,0.828125,1.1428571428571428
4831,0.98,0.75,5,188,2,0,0,0,sales,low,1.7368852459016397,0.5714285714285714
4832,0.74,0.99,5,146,2,0,0,0,sales,low,0.7474747474747475,0.5714285714285714
4833,0.22,0.88,5,154,5,0,0,0,sales,low,0.07786885245901609,1.4285714285714286
4834,0.76,0.68,4,204,3,1,0,0,sales,low,1.7368852459016397,0.8571428571428571
4835,0.89,0.91,5,224,3,1,0,0,sales,low,0.978021978021978,0.8571428571428571
4836,0.5,0.84,3,156,4,0,0,0,accounting,low,0.07786885245901609,1.1428571428571428
4837,0.17,0.82,6,259,4,0,0,0,accounting,low,0.07786885245901609,1.1428571428571428
4838,0.46,0.38,6,165,3,0,0,0,accounting,low,1.7368852459016397,0.8571428571428571
4839,0.68,0.78,3,264,3,0,0,0,hr,low,0.8717948717948718,0.8571428571428571
4840,0.77,0.86,4,215,2,0,0,0,hr,low,0.8953488372093024,0.5714285714285714
4841,0.68,0.83,3,133,3,0,0,0,hr,low,0.819277108433735,0.8571428571428571
4842,0.15,0.7,4,220,4,0,0,0,hr,low,0.07786885245901609,1.1428571428571428
4843,0.7,0.98,4,176,5,0,0,0,technical,low,0.7142857142857143,1.4285714285714286
4844,0.66,0.96,4,103,2,0,0,0,technical,low,0.07786885245901609,0.5714285714285714
4845,0.54,0.52,5,155,3,0,0,0,technical,low,1.0384615384615385,0.8571428571428571
4846,0.57,0.57,4,141,3,0,0,0,technical,low,1.0,0.8571428571428571
4847,0.78,0.58,3,150,3,1,0,0,technical,low,1.7368852459016397,0.8571428571428571
4848,0.14,0.83,5,171,6,0,0,0,technical,medium,0.07786885245901609,1.7142857142857142
4849,0.73,0.86,4,179,3,0,0,0,technical,medium,0.8488372093023255,0.8571428571428571
4850,0.65,0.97,4,145,2,0,0,0,technical,medium,0.07786885245901609,0.5714285714285714
4851,0.31,0.59,3,176,3,0,0,0,technical,medium,0.07786885245901609,0.8571428571428571
4852,0.77,0.55,2,172,2,0,0,0,technical,medium,1.7368852459016397,0.5714285714285714
4853,0.68,0.85,3,243,4,0,0,0,technical,medium,0.8,1.1428571428571428
4854,0.79,0.69,4,209,2,0,0,0,support,medium,1.7368852459016397,0.5714285714285714
4855,0.92,0.62,4,196,3,0,0,0,support,medium,1.7368852459016397,0.8571428571428571
4856,0.77,0.96,6,225,4,0,0,0,support,medium,0.8020833333333334,1.1428571428571428
4857,0.48,0.89,3,261,2,0,0,0,support,medium,0.07786885245901609,0.5714285714285714
4858,0.63,0.66,4,157,2,0,0,0,support,medium,0.9545454545454545,0.5714285714285714
4859,0.92,0.49,5,259,3,1,0,0,support,medium,1.7368852459016397,0.8571428571428571
4860,0.5,0.85,4,224,6,0,0,0,support,high,0.07786885245901609,1.7142857142857142
4861,0.52,0.91,5,193,2,0,0,0,support,low,0.07786885245901609,0.5714285714285714
4862,0.73,0.79,4,157,3,0,0,0,support,medium,0.9240506329113923,0.8571428571428571
4863,0.99,0.87,4,223,3,0,0,0,support,medium,1.7368852459016397,0.8571428571428571
4864,0.91,0.99,3,188,3,1,0,0,support,medium,0.9191919191919192,0.8571428571428571
4865,0.85,0.79,3,217,2,0,0,0,technical,medium,1.0759493670886076,0.5714285714285714
4866,0.95,0.69,4,207,2,1,0,0,technical,low,1.7368852459016397,0.5714285714285714
4867,0.67,0.85,3,153,4,0,0,0,technical,low,0.7882352941176471,1.1428571428571428
4868,0.86,0.55,3,269,2,0,0,0,management,low,1.7368852459016397,0.5714285714285714
4869,0.71,0.54,4,198,3,0,0,0,IT,low,1.7368852459016397,0.8571428571428571
4870,0.99,0.95,4,102,5,0,0,0,IT,low,1.0421052631578949,1.4285714285714286
4871,0.57,0.61,3,167,2,1,0,0,IT,low,0.9344262295081966,0.5714285714285714
4872,0.98,0.72,3,252,2,0,0,0,IT,low,1.7368852459016397,0.5714285714285714
4873,0.62,0.58,3,192,2,0,0,0,IT,low,1.0689655172413794,0.5714285714285714
4874,0.74,0.79,5,237,4,0,0,0,product_mng,low,0.9367088607594937,1.1428571428571428
4875,0.7,0.6,4,158,3,0,0,0,product_mng,low,1.7368852459016397,0.8571428571428571
4876,0.8,0.93,3,260,3,0,0,0,product_mng,low,0.8602150537634409,0.8571428571428571
4877,0.65,0.69,4,153,3,0,0,0,product_mng,low,0.9420289855072465,0.8571428571428571
4878,0.53,0.52,3,233,4,0,0,0,IT,low,1.0192307692307692,1.1428571428571428
4879,0.43,0.62,2,180,3,0,0,0,RandD,low,0.07786885245901609,0.8571428571428571
4880,0.59,0.65,4,163,3,1,0,0,RandD,low,0.9076923076923076,0.8571428571428571
4881,0.16,0.96,6,211,6,1,0,0,RandD,low,0.07786885245901609,1.7142857142857142
4882,0.84,0.8,3,151,3,1,0,0,RandD,low,1.0499999999999998,0.8571428571428571
4883,0.78,0.95,3,249,4,0,0,0,RandD,low,0.8210526315789475,1.1428571428571428
4884,0.66,0.91,5,199,3,1,0,0,marketing,low,0.7252747252747253,0.8571428571428571
4885,0.7,0.74,4,247,2,0,0,0,sales,low,0.9459459459459459,0.5714285714285714
4886,0.73,0.63,4,174,3,0,0,0,accounting,low,1.7368852459016397,0.8571428571428571
4887,0.65,0.88,4,268,4,0,0,0,support,medium,0.7386363636363636,1.1428571428571428
4888,0.79,0.59,5,197,4,0,0,0,technical,medium,1.7368852459016397,1.1428571428571428
4889,0.57,0.68,4,154,3,1,0,0,management,medium,0.838235294117647,0.8571428571428571
4890,0.24,0.58,5,279,4,0,0,0,marketing,medium,0.07786885245901609,1.1428571428571428
4891,0.95,0.78,3,204,2,1,0,0,marketing,medium,1.7368852459016397,0.5714285714285714
4892,0.38,0.54,2,112,3,0,0,0,marketing,medium,0.7037037037037037,0.8571428571428571
4893,0.9,0.78,4,261,2,1,0,0,sales,medium,1.7368852459016397,0.5714285714285714
4894,0.5,0.4,3,180,4,0,0,0,sales,medium,1.7368852459016397,1.1428571428571428
4895,0.68,0.61,3,261,5,0,0,0,sales,medium,1.7368852459016397,1.4285714285714286
4896,0.5,0.78,6,138,3,0,0,0,sales,medium,0.07786885245901609,0.8571428571428571
4897,0.85,0.81,4,164,4,0,0,0,sales,medium,1.0493827160493827,1.1428571428571428
4898,0.95,0.52,3,144,3,0,0,0,sales,medium,1.7368852459016397,0.8571428571428571
4899,0.92,0.92,3,244,2,0,0,0,sales,high,1.0,0.5714285714285714
4900,0.83,0.87,5,233,3,0,0,0,sales,low,0.9540229885057471,0.8571428571428571
4901,0.9,0.78,4,225,2,1,0,0,sales,medium,1.7368852459016397,0.5714285714285714
4902,0.21,0.77,6,215,4,0,0,0,sales,medium,0.07786885245901609,1.1428571428571428
4903,0.94,0.86,3,223,4,0,0,0,sales,medium,1.0930232558139534,1.1428571428571428
4904,0.7,0.85,4,232,3,0,0,0,sales,medium,0.8235294117647058,0.8571428571428571
4905,0.54,0.76,3,157,4,0,0,0,sales,low,0.7105263157894737,1.1428571428571428
4906,0.77,0.65,4,268,3,0,0,0,sales,low,1.7368852459016397,0.8571428571428571
4907,0.62,0.49,3,158,2,0,0,0,sales,low,1.7368852459016397,0.5714285714285714
4908,0.93,0.55,5,222,2,0,0,0,sales,low,1.7368852459016397,0.5714285714285714
4909,0.81,0.86,3,210,3,0,0,0,sales,low,0.9418604651162792,0.8571428571428571
4910,0.99,0.79,4,133,2,0,0,0,sales,low,1.7368852459016397,0.5714285714285714
4911,0.78,0.49,3,224,3,0,0,0,sales,low,1.7368852459016397,0.8571428571428571
4912,0.66,0.63,5,264,5,0,0,0,accounting,low,1.0476190476190477,1.4285714285714286
4913,0.9,0.72,5,237,2,0,0,0,accounting,low,1.7368852459016397,0.5714285714285714
4914,0.74,0.53,5,141,2,0,0,0,accounting,low,1.7368852459016397,0.5714285714285714
4915,0.65,0.78,4,238,5,1,0,0,hr,low,0.8333333333333334,1.4285714285714286
4916,0.99,0.52,4,167,3,0,0,0,hr,low,1.7368852459016397,0.8571428571428571
4917,0.83,0.72,4,161,3,0,0,0,hr,low,1.7368852459016397,0.8571428571428571
4918,0.6,0.82,4,194,3,0,0,0,hr,low,0.7317073170731707,0.8571428571428571
4919,0.55,0.93,3,217,3,1,0,0,technical,low,0.07786885245901609,0.8571428571428571
4920,0.96,0.71,3,170,3,0,0,0,technical,low,1.7368852459016397,0.8571428571428571
4921,0.83,0.94,4,243,3,0,0,0,technical,low,0.8829787234042553,0.8571428571428571
4922,0.95,0.7,4,267,3,1,0,0,technical,low,1.7368852459016397,0.8571428571428571
4923,0.77,0.88,2,169,3,0,0,0,technical,medium,0.875,0.8571428571428571
4924,0.83,0.95,3,255,3,0,0,0,technical,medium,0.8736842105263158,0.8571428571428571
4925,0.87,0.54,4,211,3,0,0,0,technical,medium,1.7368852459016397,0.8571428571428571
4926,0.69,0.49,3,198,4,0,0,0,technical,medium,1.7368852459016397,1.1428571428571428
